efficiency_mode,hours_cap,gain_pct,A_mult,dGHH_pct,CE_pct,dY_pct,Y0,Y1,C0_per_worker,C1_per_worker,hours0_per_worker,hours1_per_worker,informality_pct,max_kkt_violation,resource_residual
bilateral,36,2.5,1.025,-1.1508049278065695,-0.901463860115146,-5.885610242991923,4.184726136567193,3.938429466432234,7.092756163673208,6.67529451966381,38.22434720369175,35.0344589724752,40.93633194182001,1.071300166632927e-15,0.0
bilateral,36,2.6,1.026,-1.022381526874256,-0.800865529384834,-5.785262096317966,4.184726136567193,3.9426287615536597,7.092756163673208,6.68241215609199,38.22434720369175,35.0342856818287,40.913601912067435,1.9106894885712045e-15,0.0
bilateral,36,2.7,1.027,-0.8939715489050506,-0.7002777133089563,-5.684923899810479,4.184726136567193,3.9468276402878684,7.092756163673208,6.689529084555006,38.22434720369175,35.03411276268197,40.89092061085829,2.487159783681747e-16,0.0
bilateral,36,2.8000000000000003,1.028,-0.765574959380449,-0.5997003848480184,-5.584595628117617,4.184726136567193,3.951026103695766,7.092756163673208,6.69664530686384,38.22434720369175,35.03394021399132,40.86828790129541,1.411089127489884e-15,0.0
bilateral,36,2.9000000000000004,1.029,-0.6371917238644345,-0.4991335170271404,-5.484277255946257,4.184726136567193,3.9552241528357994,7.092756163673208,6.703760824825234,38.22434720369175,35.03376803471632,40.84570364690671,3.9302328752599536e-16,0.0
bilateral,36,3.0,1.03,-0.5088218080025991,-0.39857708293536936,-5.383968758061631,4.184726136567193,3.9594217887639753,7.092756163673208,6.7108756402417225,38.22434720369175,35.033596223819735,40.82316771164392,2.2985086056692694e-16,0.0
bilateral,36,3.1,1.031,-0.3804651775226704,-0.29803105572609184,-5.283670109287531,4.184726136567193,3.963619012533849,7.092756163673208,6.717989754911614,38.22434720369175,35.033424780267595,40.80067995988143,1.0791064222748226e-15,0.0
bilateral,36,3.2,1.032,-0.25212179823443176,-0.19749540861697157,-5.183381284506328,4.184726136567193,3.967815825196524,7.092756163673208,6.725103170628987,38.22434720369175,35.0332537030291,40.77824025641529,6.139836902785412e-16,0.0
bilateral,36,3.3000000000000003,1.033,-0.12379163602946686,-0.09697011488974905,-5.083102258658833,4.184726136567193,3.972012227800659,7.092756163673208,6.732215889183712,38.22434720369175,35.033082991076704,40.75584846646196,1.2900921650405017e-15,0.0
bilateral,36,3.4000000000000004,1.034,0.0045253431185847655,0.0035448521095580664,-4.982833006744514,4.184726136567193,3.976208221392458,7.092756163673208,6.739327912361421,38.22434720369175,35.032912643386005,40.733504455657226,3.808802231941577e-16,0.0
bilateral,36,3.5,1.035,0.1328291731540117,0.1040495189706425,-4.882573503821441,4.184726136567193,3.980403807015672,7.092756163673208,6.746439241943525,38.22434720369175,35.03274265893584,40.711208090054974,1.5764299587939234e-16,0.0
bilateral,36,3.6,1.036,0.2611198879393024,0.20454391221912022,-4.782323725006177,4.184726136567193,3.9845989857116053,7.092756163673208,6.753549879707214,38.22434720369175,35.03257303670819,40.68895923612619,5.385232190735501e-16,0.0
bilateral,36,3.7,1.037,0.38939752125492133,0.30502805831635504,-4.682083645473956,4.184726136567193,3.988793758519106,7.092756163673208,6.760659827425449,38.22434720369175,35.03240377568822,40.66675776075776,9.059593353288875e-16,0.0
bilateral,36,3.8000000000000003,1.038,0.5176621067992931,0.4055019836594464,-4.581853240458655,4.184726136567193,3.9929881264745686,7.092756163673208,6.76776908686696,38.22434720369175,35.032234874864265,40.64460353125127,3.253690719628999e-16,0.0
bilateral,36,3.9000000000000004,1.039,0.6459136781891862,0.5059657145815293,-4.481632485252652,4.184726136567193,3.9971820906119393,7.092756163673208,6.774877659796264,38.22434720369175,35.03206633322779,40.622496415321976,6.216815257031882e-16,0.0
bilateral,36,4.0,1.04,0.774152268959121,0.6064192773513115,-4.381421355207104,4.184726136567193,4.001375651962705,7.092756163673208,6.781985547973636,38.22434720369175,35.031898149773426,40.6004362810976,5.084908188957016e-16,0.0
bilateral,36,4.1000000000000005,1.041,0.902377912561978,0.7068626981735494,-4.281219825731675,4.184726136567193,4.005568811555903,7.092756163673208,6.789092753155137,38.22434720369175,35.031730323498934,40.57842299711723,5.2150124496552763e-17,0.0
bilateral,36,4.2,1.042,1.0305906423687414,0.8072960031888473,-4.181027872294674,4.184726136567193,4.009761570418118,7.092756163673208,6.7961992770926,38.22434720369175,35.0315628534052,40.55645643233009,3.9746851643318593e-16,0.0
bilateral,36,4.3,1.043,1.1587904916684832,0.9077192184736453,-4.080845470423067,4.184726136567193,4.01395392957348,7.092756163673208,6.803305121533632,38.22434720369175,35.03139573849622,40.534536456094585,1.243471471623625e-15,0.0
bilateral,36,4.4,1.044,1.286977493668636,1.0081323700404314,-3.980672595702306,4.184726136567193,4.01814589004367,7.092756163673208,6.810410288221623,38.22434720369175,35.03122897777913,40.512662938177,2.177077962350893e-15,0.0
bilateral,36,4.5,1.045,1.4151516814947351,1.1085354838375425,-3.880509223776607,4.184726136567193,4.022337452847912,7.092756163673208,6.817514778895732,38.22434720369175,35.03106257026413,40.490835748750385,9.447737731038686e-16,0.0
bilateral,36,4.6000000000000005,1.046,1.5433130881906283,1.2089285857493257,-3.7803553303486837,4.184726136567193,4.02652861900298,7.092756163673208,6.824618595290901,38.22434720369175,35.03089651496454,40.46905475839353,1.809533425878307e-16,0.0
bilateral,36,4.7,1.047,1.6714617467183637,1.3093117015960518,-3.680210891179936,4.184726136567193,4.030719389523194,7.092756163673208,6.831721739137845,38.22434720369175,35.03073081089675,40.44731983808971,7.716266861579335e-16,0.0
bilateral,36,4.800000000000001,1.048,1.799597689958524,1.4096848571341771,-3.5800758820901946,4.184726136567193,4.034909765420426,7.092756163673208,6.83882421216307,38.22434720369175,35.03056545708022,40.42563085922558,2.9410068130841793e-15,0.0
bilateral,36,4.9,1.049,1.927720950709924,1.5100480780561074,-3.479950278957955,4.184726136567193,4.039099747704096,7.092756163673208,6.845926016088856,38.22434720369175,35.03040045253751,40.40398769359004,1.8918243707699567e-15,0.0
